순위,기간시작,기간종료,썸네일_이미지의_URL,영화명(국문),영화코드,하이퍼텍스트_링크,줄거리
1,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179340_P08_104224.jpg,범죄도시,20172742,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179340,"잘나가던 스타 농구 선수에서 한순간에 조폭 심부름꾼으로 전락한 ‘레이’.
 그러던 어느 날, 우연히 은행강도범 ‘벤’을 만난 그는 얼떨결에 그의 범행을 도와주게 된다.  
 시궁창 같은 생활에서 벗어나기 위해 ‘벤’의 다음 범행을 돕기로 한 ‘레이’.
 과연 이들의 한탕 대작전은 성공할 수 있을 것인가!
 
 나쁜 놈들의 아슬아슬한 팀플레이가 시작된다!
 끝까지 방심하지 마라!!"
2,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1290/129095_P00_144341.jpg,지오스톰,20173694,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129095,"가까운 미래, 기후변화로 인해 지구에 갖가지 자연재해가 속출한다. 
 세계 정부 연합은 더 이상의 재난을 예방하기 위해
 세계 인공위성 조직망을 통해 날씨를 조종할 수 있는 '더치보이 프로그램'을 개발한다.
 하지만 프로그램에 문제가 생기면서  두바이의 쓰나미와 홍콩의 용암 분출, 리우의 혹한, 모스크바의 폭염까지,
 세계 곳곳에서 일어날 수 없는 기상이변이 일어나는데..."
3,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1543/154353_P93_180849.jpg,대장 김창수,20164424,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154353,"1896년 황해도 치하포, 청년 김창수가 일본인을 죽이고 체포된다. 그는 재판장에서 국모의 원수를 갚았을 뿐이라고 소리치지만 결국 사형 선고를 받고 인천 감옥소에 수감된다. 일본의 편에 선 감옥소장 강형식은 자신에게 굴복하지 않는 김창수를 갖은 고문으로 괴롭히고 죄수들마저 김창수에게 등을 돌린다.  하지만 그 곳은 그에게만 지옥이 아니었다. 못 배우고, 못 가졌다는 이유로 재판조차 받지 못한 채 억울한 옥살이를 하는 조선인들을 보며 김창수는 조금씩 현실에 눈을 뜨게 되고, 변화를 꿈꾸기 시작한다.  천하고 평범한 청년이 대장 김창수로 거듭나기까지 그의 모든 것을 바꿔놓은 625일의 이야기!"
4,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150637_P107_142140.jpg,남한산성,20165450,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150637,"1636년 인조 14년 병자호란. 청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다. 추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황,  대신들의 의견 또한 첨예하게 맞선다.  순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과 청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석). 그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...  나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성 나라의 운명이 그곳에 갇혔다!"
5,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1497/149747_P67_150940.jpg,킹스맨: 골든 서클,20175222,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149747,"철저하게 비밀에 둘러싸인 채 세상을 안전하게 지키는 임무를 수행해온 독자적인 국제 정보 조직 킹스맨.
 그러나 어느 날 국제적 범죄조직 골든 서클에 의해 킹스맨 본부가 무참히 파괴된다.
 에그시(태런 에저튼)와 멀린(마크 스트롱)은 킹스맨 ‘최후의 날’ 규약에 따라 발견된 위스키 병에서 ‘미국 켄터키’라는 키워드를 얻게 되고, 그 곳에서 형제 조직인 스테이츠맨의 존재를 알게 된다.
 전 세계를 장악하기 위해 위협적인 비지니스를 추진 중인 골든 서클과 수장 포피(줄리안 무어).
 이들의 계획을 막기 위한 킹스맨과 스테이츠맨의 작전이 시작된다."
6,20171016,20171022,,아이 캔 스피크,20174142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190902,
7,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/0882/88227_P24_113936.jpg,블레이드 러너 2049,20168282,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88227,"인간과 리플리컨트가 혼재된 2049년.
 인간의 통제를 벗어난 리플리컨트를 쫓는 블레이드 러너 ‘K’(라이언 고슬링)는
 임무 수행 도중 약 30년 전 여자 리플리컨트의 유골을 발견하고 
 충격적으로 출산의 흔적까지 찾아낸다.
 
 리플리컨트가 출산까지 가능하다는 사실이 알려지면
 사회에 큰 혼란이 야기되므로 이를 덮으려는 경찰 조직과, 
 그 비밀의 단서를 찾아내 더욱 완벽한 리플리컨트를 거느리고 
 세상을 장악하기 위해 ‘K’를 쫓는 ‘니안더 월레스’(자레드 레토).
 
 리플리컨트의 숨겨진 진실에 접근할수록
 점차 정체성의 혼란을 겪게 되는 ‘K’는 과거 블레이드 러너였던 ‘릭 데커드’(해리슨 포드)를 만나 
 전혀 상상치 못한 진실을 마주하게 되는데..
 
 # 리플리컨트: 21세기 초 만들어진 복제인간. 인간과 같은 지적 능력과 사고방식 그리고 신체적 조건을 갖춘, 노동력 제공을 위한 인간의 대체품
 # 블레이드 러너: 인간의 통제를 벗어난 리플리컨트를 색출해 ‘제거’하는 임무를 가진 특수경찰"
8,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140696_P31_111922.jpg,희생부활자,20154907,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140696,"억울한 죽음 뒤 복수를 위해 살아 돌아온 자 세상은 그들을 ‘희생부활자’ (RV: Resurrected Victims)라 부른다. 그리고 오늘, 죽은 엄마가 살아 돌아와 나를 공격했다!  7년 전, 오토바이 강도 사건으로 살해당했던 엄마가 집으로 돌아왔다는 전화를 받은 검사 진홍. 믿을 수 없는 현실에 충격도 잠시, 엄마 명숙이 진홍을 공격한다.  전 세계 89번째이자 국내 첫 번째로 판명된 희생부활사건! 국정원은 모든 목격자와 언론을 통제하려 들고,  신고를 받은 경찰은 진홍을 명숙 사건의 진범으로 의심하기 시작한다. 이에 진홍은 스스로 엄마의 죽음에 얽힌 진실을 밝혀내려 하는데…  7년 전 사건의 숨은 진실이 밝혀진다."
9,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1571/157178_P13_103426.jpg,"나는 내일, 어제의 너와 만난다",20176767,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157178,"스무 살의 ‘타카토시’는 지하철에서 우연히 만난
 ‘에미’를 보고 순식간에 마음을 빼앗긴다.  
 운명 같은 끌림을 느낀 타카토시의 고백으로
 두 사람은 연인이 되고, 매일 만나 행복한 데이트를 한다.
 
 하지만, 왠지 종종 의미를 알 수 없는 눈물을 보이던 에미로부터
 믿을 수 없는 비밀을 듣게 된 타카토시는 큰 혼란에 빠진다.
 
 그 비밀은 바로 타카토시와 에미의 시간은 서로 반대로 흐르고 있고,
 교차되는 시간 속에서 함께 할 수 있는 시간은 오직 30일뿐이라는 것.
 
 30일 후에도, 이 사랑은 계속될 수 있을까?"
10,20171016,20171022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1649/164968_P12_111745.jpg,노 게임 노 라이프 -제로-,20173806,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164968,"이는 일체의 싸움이 금지되어, 모든 것이 게임으로 정해지는 《반상의 세계(디스보드)》가 창조되기 한참 전에 생긴 일.
 
 세계를 지배하는 유일신의 자리를 둘러싸고, 끝이 보이지 않는 대전이 계속되고 있는 시대.
 하늘을 찢고, 땅을 가르고, 별조차도 전부 파괴해 버릴 거 같은 처참한 전쟁은, 싸울 힘을 가지지 못한 인간들을 불합리한 죽음으로 몰아넣는다. 
 
 막대한 힘을 가진 여러 종족에 의해 내몰려, 존망의 위기에 처한 인간을 이끄는 젊은 리더의 이름은 리쿠.
 그는 한 명이라도 많은 인간을 생존시키기 위해 마음이 찢기고, 소모되는 나날을 계속버텨 왔다.
 그런데 어느 날, 리쿠는 방치되어 버려져 있던 엘프의 도시에서 몸이 기계로 되어 있는 소녀 슈비와 만나게 된다.
 
 슈비는 기계는 가실 수 없는 ‘마음’에 흥미를 갖게 되어 에러가 발생하고, 동료들에게 버려진 기체였다.
 그녀는 에러를 수정하기 위해 리쿠에게 《인간의 마음》을 가르쳐 달라고 부탁하는데…
 
 이것은 6000년도 지난 머나먼 옛날에 쓰여진 《가장 새로운 신화》로 향하는 《가장 오래된 신화》
 기록에도 기억에도 남지 않은, 그 누구도 말할 수 없었던 이야기가 지금, 막이 열린다."
1,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179340_P08_104224.jpg,범죄도시,20172742,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179340,"잘나가던 스타 농구 선수에서 한순간에 조폭 심부름꾼으로 전락한 ‘레이’.
 그러던 어느 날, 우연히 은행강도범 ‘벤’을 만난 그는 얼떨결에 그의 범행을 도와주게 된다.  
 시궁창 같은 생활에서 벗어나기 위해 ‘벤’의 다음 범행을 돕기로 한 ‘레이’.
 과연 이들의 한탕 대작전은 성공할 수 있을 것인가!
 
 나쁜 놈들의 아슬아슬한 팀플레이가 시작된다!
 끝까지 방심하지 마라!!"
2,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150637_P107_142140.jpg,남한산성,20165450,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150637,"1636년 인조 14년 병자호란. 청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다. 추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황,  대신들의 의견 또한 첨예하게 맞선다.  순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과 청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석). 그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...  나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성 나라의 운명이 그곳에 갇혔다!"
3,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1497/149747_P67_150940.jpg,킹스맨: 골든 서클,20175222,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149747,"철저하게 비밀에 둘러싸인 채 세상을 안전하게 지키는 임무를 수행해온 독자적인 국제 정보 조직 킹스맨.
 그러나 어느 날 국제적 범죄조직 골든 서클에 의해 킹스맨 본부가 무참히 파괴된다.
 에그시(태런 에저튼)와 멀린(마크 스트롱)은 킹스맨 ‘최후의 날’ 규약에 따라 발견된 위스키 병에서 ‘미국 켄터키’라는 키워드를 얻게 되고, 그 곳에서 형제 조직인 스테이츠맨의 존재를 알게 된다.
 전 세계를 장악하기 위해 위협적인 비지니스를 추진 중인 골든 서클과 수장 포피(줄리안 무어).
 이들의 계획을 막기 위한 킹스맨과 스테이츠맨의 작전이 시작된다."
4,20171009,20171015,,아이 캔 스피크,20174142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190902,
5,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140696_P31_111922.jpg,희생부활자,20154907,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140696,"억울한 죽음 뒤 복수를 위해 살아 돌아온 자 세상은 그들을 ‘희생부활자’ (RV: Resurrected Victims)라 부른다. 그리고 오늘, 죽은 엄마가 살아 돌아와 나를 공격했다!  7년 전, 오토바이 강도 사건으로 살해당했던 엄마가 집으로 돌아왔다는 전화를 받은 검사 진홍. 믿을 수 없는 현실에 충격도 잠시, 엄마 명숙이 진홍을 공격한다.  전 세계 89번째이자 국내 첫 번째로 판명된 희생부활사건! 국정원은 모든 목격자와 언론을 통제하려 들고,  신고를 받은 경찰은 진홍을 명숙 사건의 진범으로 의심하기 시작한다. 이에 진홍은 스스로 엄마의 죽음에 얽힌 진실을 밝혀내려 하는데…  7년 전 사건의 숨은 진실이 밝혀진다."
6,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/0882/88227_P24_113936.jpg,블레이드 러너 2049,20168282,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88227,"인간과 리플리컨트가 혼재된 2049년.
 인간의 통제를 벗어난 리플리컨트를 쫓는 블레이드 러너 ‘K’(라이언 고슬링)는
 임무 수행 도중 약 30년 전 여자 리플리컨트의 유골을 발견하고 
 충격적으로 출산의 흔적까지 찾아낸다.
 
 리플리컨트가 출산까지 가능하다는 사실이 알려지면
 사회에 큰 혼란이 야기되므로 이를 덮으려는 경찰 조직과, 
 그 비밀의 단서를 찾아내 더욱 완벽한 리플리컨트를 거느리고 
 세상을 장악하기 위해 ‘K’를 쫓는 ‘니안더 월레스’(자레드 레토).
 
 리플리컨트의 숨겨진 진실에 접근할수록
 점차 정체성의 혼란을 겪게 되는 ‘K’는 과거 블레이드 러너였던 ‘릭 데커드’(해리슨 포드)를 만나 
 전혀 상상치 못한 진실을 마주하게 되는데..
 
 # 리플리컨트: 21세기 초 만들어진 복제인간. 인간과 같은 지적 능력과 사고방식 그리고 신체적 조건을 갖춘, 노동력 제공을 위한 인간의 대체품
 # 블레이드 러너: 인간의 통제를 벗어난 리플리컨트를 색출해 ‘제거’하는 임무를 가진 특수경찰"
7,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1210/121052_P16_170904.jpg,넛잡 2,20171817,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121052,"땅콩 털이에 성공 후 여유로운 삶을 즐기던 ‘설리’와 공원 친구들!
 어느 날 갑자기, 영원할 것만 같던 땅콩 가게가 폭발하고, ‘설리’와 친구들은 어쩔 수 없이 ‘리버티 공원’으로 돌아가게 되지만 이마저도 악덕 시장의 놀이공원 건설 계획으로 파괴될 위기에 처한다.
 
 더 이상 물러날 곳이 없는 ‘설리’와 친구들!
 과연 악덕 시장에 맞서 공원을 지킬 수 있을까?"
8,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1889/188980_P01_154123.jpg,딥,20170964,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188980,
9,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1571/157178_P13_103426.jpg,"나는 내일, 어제의 너와 만난다",20176767,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157178,"스무 살의 ‘타카토시’는 지하철에서 우연히 만난
 ‘에미’를 보고 순식간에 마음을 빼앗긴다.  
 운명 같은 끌림을 느낀 타카토시의 고백으로
 두 사람은 연인이 되고, 매일 만나 행복한 데이트를 한다.
 
 하지만, 왠지 종종 의미를 알 수 없는 눈물을 보이던 에미로부터
 믿을 수 없는 비밀을 듣게 된 타카토시는 큰 혼란에 빠진다.
 
 그 비밀은 바로 타카토시와 에미의 시간은 서로 반대로 흐르고 있고,
 교차되는 시간 속에서 함께 할 수 있는 시간은 오직 30일뿐이라는 것.
 
 30일 후에도, 이 사랑은 계속될 수 있을까?"
10,20171009,20171015,https://ssl.pstatic.net/imgmovie/mdi/mit110/1562/156200_P08_150801.jpg,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20172142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156200,"어느 날, 갑자기 하늘을 나는 거대한 고래가 나타났다!
 “고래~” 거대한 울부짖는 소리와 함께 민호와 요괴 친구들의 모습이 ..어라? 이상한 걸?!
 잡아당기면 아픈 머리카락, 손에는 주름 그리고 피부에는 모공까지 생생하게!
 갑자기 현실 세계로 이동해 대혼란에 빠진 민호와 친구들은 
 과연 사건의 비밀을 풀고 위험에 처한 두 세계를 구할 수 있을까?!"
1,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150637_P107_142140.jpg,남한산성,20165450,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150637,"1636년 인조 14년 병자호란. 청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다. 추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황,  대신들의 의견 또한 첨예하게 맞선다.  순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과 청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석). 그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...  나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성 나라의 운명이 그곳에 갇혔다!"
2,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1497/149747_P67_150940.jpg,킹스맨: 골든 서클,20175222,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149747,"철저하게 비밀에 둘러싸인 채 세상을 안전하게 지키는 임무를 수행해온 독자적인 국제 정보 조직 킹스맨.
 그러나 어느 날 국제적 범죄조직 골든 서클에 의해 킹스맨 본부가 무참히 파괴된다.
 에그시(태런 에저튼)와 멀린(마크 스트롱)은 킹스맨 ‘최후의 날’ 규약에 따라 발견된 위스키 병에서 ‘미국 켄터키’라는 키워드를 얻게 되고, 그 곳에서 형제 조직인 스테이츠맨의 존재를 알게 된다.
 전 세계를 장악하기 위해 위협적인 비지니스를 추진 중인 골든 서클과 수장 포피(줄리안 무어).
 이들의 계획을 막기 위한 킹스맨과 스테이츠맨의 작전이 시작된다."
3,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179340_P08_104224.jpg,범죄도시,20172742,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179340,"잘나가던 스타 농구 선수에서 한순간에 조폭 심부름꾼으로 전락한 ‘레이’.
 그러던 어느 날, 우연히 은행강도범 ‘벤’을 만난 그는 얼떨결에 그의 범행을 도와주게 된다.  
 시궁창 같은 생활에서 벗어나기 위해 ‘벤’의 다음 범행을 돕기로 한 ‘레이’.
 과연 이들의 한탕 대작전은 성공할 수 있을 것인가!
 
 나쁜 놈들의 아슬아슬한 팀플레이가 시작된다!
 끝까지 방심하지 마라!!"
4,20171002,20171008,,아이 캔 스피크,20174142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190902,
5,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1210/121052_P16_170904.jpg,넛잡 2,20171817,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121052,"땅콩 털이에 성공 후 여유로운 삶을 즐기던 ‘설리’와 공원 친구들!
 어느 날 갑자기, 영원할 것만 같던 땅콩 가게가 폭발하고, ‘설리’와 친구들은 어쩔 수 없이 ‘리버티 공원’으로 돌아가게 되지만 이마저도 악덕 시장의 놀이공원 건설 계획으로 파괴될 위기에 처한다.
 
 더 이상 물러날 곳이 없는 ‘설리’와 친구들!
 과연 악덕 시장에 맞서 공원을 지킬 수 있을까?"
6,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1889/188980_P01_154123.jpg,딥,20170964,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188980,
7,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1562/156200_P08_150801.jpg,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20172142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156200,"어느 날, 갑자기 하늘을 나는 거대한 고래가 나타났다!
 “고래~” 거대한 울부짖는 소리와 함께 민호와 요괴 친구들의 모습이 ..어라? 이상한 걸?!
 잡아당기면 아픈 머리카락, 손에는 주름 그리고 피부에는 모공까지 생생하게!
 갑자기 현실 세계로 이동해 대혼란에 빠진 민호와 친구들은 
 과연 사건의 비밀을 풀고 위험에 처한 두 세계를 구할 수 있을까?!"
8,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125439_P12_112754.jpg,레고 닌자고 무비,20170364,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125439,"로이드와 카이, 니야, 쟌, 콜, 제이는 평범한 학생이지만 방과 후에는 
 뛰어난 닌자가 되기 위해 스핀짓주 훈련을 받는 닌자들이다.
 마침내 실력을 발휘할 기회가 찾아왔으니, 악당 가마돈이 닌자고 시티를 쳐들어온다. 
 하지만 가마돈이 바로 리더 로이드의 아빠였던 것! 
 여기에 최강 보스 고양이 악당 ‘야옹스라’까지 닌자고 시티의 평화를 위협하는데… 
 로이드와 친구들은 과연 이 난관을 헤쳐나갈 수 있을까?"
9,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152625_P43_145550.jpg,킬러의 보디가드,20171962,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152625,"국제사법재판소의 증인으로 채택된 킬러를 반드시 지켜내야 하는 보디가드, 그에게 임무보다 더 어려운 난제는 구제불능 킬러와의 동거. 브로맨스 제로, 케미 0% 두 남자의 사상 최대 미션이 시작된다!"
10,20171002,20171008,https://ssl.pstatic.net/imgmovie/mdi/mit110/1655/165514_P10_140858.jpg,리틀 프린세스 소피아 : 신비한 섬,20172627,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165514,"온 세상을 차가운 크리스탈로 바꾸려하는 ‘크리스탈 마스터’로부터 마법을 지켜야하는 소피아와 앰버.
 요정들의 섬, 롬프킨 섬, 그리고 크리스탈 섬까지, 신비한 섬들로 새로운 친구들과 함께 떠나는 판타지 대모험!
 과연, 소피아는 크리스탈 섬을 구하고 해피엔딩을 만들어낼 수 있을까?"
1,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1497/149747_P67_150940.jpg,킹스맨: 골든 서클,20175222,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149747,"철저하게 비밀에 둘러싸인 채 세상을 안전하게 지키는 임무를 수행해온 독자적인 국제 정보 조직 킹스맨.
 그러나 어느 날 국제적 범죄조직 골든 서클에 의해 킹스맨 본부가 무참히 파괴된다.
 에그시(태런 에저튼)와 멀린(마크 스트롱)은 킹스맨 ‘최후의 날’ 규약에 따라 발견된 위스키 병에서 ‘미국 켄터키’라는 키워드를 얻게 되고, 그 곳에서 형제 조직인 스테이츠맨의 존재를 알게 된다.
 전 세계를 장악하기 위해 위협적인 비지니스를 추진 중인 골든 서클과 수장 포피(줄리안 무어).
 이들의 계획을 막기 위한 킹스맨과 스테이츠맨의 작전이 시작된다."
2,20170925,20171001,,아이 캔 스피크,20174142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190902,
3,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137890_P95_163447.jpg,살인자의 기억법,20154909,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137890,"예전에는 연쇄살인범이었지만 지금은 알츠하이머에 걸린 병수. 우연히 접촉사고로 만나게 된 남자 태주에게서 자신과 같은 눈빛을 발견하고 그 역시 살인자임을 직감한다.  병수는 경찰에 그를 연쇄살인범으로 신고하지만 태주가 그 경찰이었고, 아무도 병수의 말을 믿지 않는다. 태주는 은희 곁을 맴돌며 계속 병수의 주변을 떠나지 않고, 병수는 혼자 태주를 잡기 위해 필사적으로 기록하고 쫓지만 기억은 자꾸 끊기고, 오히려 살인 습관들이 되살아나며 병수는 망상과 실제 사이에서 혼란스러워진다.   다시 시작된 연쇄 살인사건, 놈의 짓이 맞을까!    네 기억은 믿지 마라!  그 놈은 살인자다!"
4,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1562/156200_P08_150801.jpg,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20172142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156200,"어느 날, 갑자기 하늘을 나는 거대한 고래가 나타났다!
 “고래~” 거대한 울부짖는 소리와 함께 민호와 요괴 친구들의 모습이 ..어라? 이상한 걸?!
 잡아당기면 아픈 머리카락, 손에는 주름 그리고 피부에는 모공까지 생생하게!
 갑자기 현실 세계로 이동해 대혼란에 빠진 민호와 친구들은 
 과연 사건의 비밀을 풀고 위험에 처한 두 세계를 구할 수 있을까?!"
5,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143402_P04_104703.jpg,베이비 드라이버,20171090,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143402,"귀신 같은 운전 실력, 완벽한 플레이리스트를 갖춘 탈출 전문 드라이버 베이비. 
 어린 시절 사고로 청력에 이상이 생긴 그에게 음악은 필수다.
 그러던 어느 날, 운명 같은 그녀 데보라를 만나게 되면서 베이비는 새로운 인생으로의 탈출을 꿈꾸게 된다. 
 하지만 같은 팀인 박사, 달링, 버디, 배츠는 그를 절대 놓아주려 하지 않는데..."
6,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125439_P12_112754.jpg,레고 닌자고 무비,20170364,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125439,"로이드와 카이, 니야, 쟌, 콜, 제이는 평범한 학생이지만 방과 후에는 
 뛰어난 닌자가 되기 위해 스핀짓주 훈련을 받는 닌자들이다.
 마침내 실력을 발휘할 기회가 찾아왔으니, 악당 가마돈이 닌자고 시티를 쳐들어온다. 
 하지만 가마돈이 바로 리더 로이드의 아빠였던 것! 
 여기에 최강 보스 고양이 악당 ‘야옹스라’까지 닌자고 시티의 평화를 위협하는데… 
 로이드와 친구들은 과연 이 난관을 헤쳐나갈 수 있을까?"
7,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152625_P43_145550.jpg,킬러의 보디가드,20171962,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152625,"국제사법재판소의 증인으로 채택된 킬러를 반드시 지켜내야 하는 보디가드, 그에게 임무보다 더 어려운 난제는 구제불능 킬러와의 동거. 브로맨스 제로, 케미 0% 두 남자의 사상 최대 미션이 시작된다!"
8,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1595/159516_P07_112931.jpg,인비저블 게스트,20173945,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159516,"의문의 습격으로 살해 당한 ‘로라’
 ‘아드리안’은 연인의 죽음에 절망하고, 범인은 흔적도 없이 사라졌다. 
  
 유력한 용의자로 누명을 쓴 ‘아드리안’은 승률 100%의 변호사 ‘버지니아’를 선임한다.
 그리고 자신의 무죄를 입증하기 위해 고군분투하던 중 
 과거 그와 ‘로라’가 은폐한 교통사고와 숨겨진 연관성을 찾게 되는데…
 
 남은 시간은 단 3시간, 사건을 재구성해 무죄를 입증해야 한다!"
9,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1516/151674_P15_151947.jpg,김광석,20166132,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151674,"대한민국을 대표하는 가수 김광석. 
 그의 노래에 담긴 뜨거운 삶과 사랑, 그리고 외면해서는 안 될 마지막 진실! 
 1996년 1월 6일 김광석 사망 이후, 20여년이 지나도록 베일에 쌓여 있는
 마지막 날의 치열한 흔적을 그의 음악 인생을 통해 본격적으로 들여다본다."
10,20170925,20171001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150637_P107_142140.jpg,남한산성,20165450,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150637,"1636년 인조 14년 병자호란. 청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다. 추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황,  대신들의 의견 또한 첨예하게 맞선다.  순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과 청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석). 그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...  나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성 나라의 운명이 그곳에 갇혔다!"
