순위,기간,영화코드,영화명(국문),기간순위,기간시작,기간종료,개봉일,감독명(국문),감독명(영문) 
4,20111226~20120101,20113260,퍼펙트 게임,20111226~201201014,20111226,20120101,2011-12-21,박희곤,PARK Hee-gon
1,20111219~20111225,20112207,미션임파서블:고스트프로토콜,20111219~201112251,20111219,20111225,2011-12-15,브래드 버드,Brad Bird
2,20111219~20111225,20110295,마이 웨이,20111219~201112252,20111219,20111225,2011-12-21,강제규,KANG Je-kyu
3,20111219~20111225,20112621,셜록홈즈 : 그림자 게임,20111219~201112253,20111219,20111225,2011-12-21,가이 리치,Guy Ritchie
4,20111219~20111225,20113260,퍼펙트 게임,20111219~201112254,20111219,20111225,2011-12-21,박희곤,PARK Hee-gon
1,20111212~20111218,20112207,미션임파서블:고스트프로토콜,20111212~201112181,20111212,20111218,2011-12-15,브래드 버드,Brad Bird
2,20111212~20111218,20113381,오싹한 연애,20111212~201112182,20111212,20111218,2011-12-01,황인호,HWANG In-ho
3,20111212~20111218,20112542,틴틴 : 유니콘호의 비밀,20111212~201112183,20111212,20111218,2011-12-07,스티븐 스필버그,Steven Spielberg
4,20111212~20111218,20113311,앨빈과 슈퍼밴드3,20111212~201112184,20111212,20111218,2011-12-15,마이크 미첼,Mike Mitchell
1,20111205~20111211,20113381,오싹한 연애,20111205~201112111,20111205,20111211,2011-12-01,황인호,HWANG In-ho
2,20111205~20111211,20112542,틴틴 : 유니콘호의 비밀,20111205~201112112,20111205,20111211,2011-12-07,스티븐 스필버그,Steven Spielberg
3,20111205~20111211,20110905,브레이킹 던 part1,20111205~201112113,20111205,20111211,2011-11-30,빌 콘돈,Bill Condon
4,20111205~20111211,20110906,특수본,20111205~201112114,20111205,20111211,2011-11-24,황병국,HWANG Byeong-gug
1,20111128~20111204,20110905,브레이킹 던 part1,20111128~201112041,20111128,20111204,2011-11-30,빌 콘돈,Bill Condon
2,20111128~20111204,20113381,오싹한 연애,20111128~201112042,20111128,20111204,2011-12-01,황인호,HWANG In-ho
3,20111128~20111204,20110906,특수본,20111128~201112043,20111128,20111204,2011-11-24,황병국,HWANG Byeong-gug
4,20111128~20111204,20112695,완득이,20111128~201112044,20111128,20111204,2011-10-20,이한,LEE Han
1,20111121~20111127,20112695,완득이,20111121~201111271,20111121,20111127,2011-10-20,이한,LEE Han
2,20111121~20111127,20110906,특수본,20111121~201111272,20111121,20111127,2011-11-24,황병국,HWANG Byeong-gug
3,20111121~20111127,20112311,머니볼,20111121~201111273,20111121,20111127,2011-11-17,베넷 밀러,Bennett Miller
4,20111121~20111127,20111987,신들의 전쟁,20111121~201111274,20111121,20111127,2011-11-10,타셈 싱,Tarsem Singh
1,20111114~20111120,20112695,완득이,20111114~201111201,20111114,20111120,2011-10-20,이한,LEE Han
2,20111114~20111120,20111987,신들의 전쟁,20111114~201111202,20111114,20111120,2011-11-10,타셈 싱,Tarsem Singh
3,20111114~20111120,20112311,머니볼,20111114~201111203,20111114,20111120,2011-11-17,베넷 밀러,Bennett Miller
4,20111114~20111120,20112173,리얼 스틸,20111114~201111204,20111114,20111120,2011-10-12,숀 레비,Shawn Levy
1,20111107~20111113,20112695,완득이,20111107~201111131,20111107,20111113,2011-10-20,이한,LEE Han
2,20111107~20111113,20111987,신들의 전쟁,20111107~201111132,20111107,20111113,2011-11-10,타셈 싱,Tarsem Singh
3,20111107~20111113,20112173,리얼 스틸,20111107~201111133,20111107,20111113,2011-10-12,숀 레비,Shawn Levy
4,20111107~20111113,20111928,너는 펫,20111107~201111134,20111107,20111113,2011-11-10,김병곤,KIM Byung Gon
1,20111031~20111106,20112695,완득이,20111031~201111061,20111031,20111106,2011-10-20,이한,LEE Han
2,20111031~20111106,20112173,리얼 스틸,20111031~201111062,20111031,20111106,2011-10-12,숀 레비,Shawn Levy
3,20111031~20111106,20110612,커플즈,20111031~201111063,20111031,20111106,2011-11-02,정용기,JEONG Yong-ki
4,20111031~20111106,20112704,인 타임,20111031~201111064,20111031,20111106,2011-10-27,앤드류 니콜,Andrew Niccol
1,20111024~20111030,20112695,완득이,20111024~201110301,20111024,20111030,2011-10-20,이한,LEE Han
2,20111024~20111030,20112173,리얼 스틸,20111024~201110302,20111024,20111030,2011-10-12,숀 레비,Shawn Levy
3,20111024~20111030,20112589,오직 그대만,20111024~201110303,20111024,20111030,2011-10-20,송일곤,SONG Il-gon
4,20111024~20111030,20112704,인 타임,20111024~201110304,20111024,20111030,2011-10-27,앤드류 니콜,Andrew Niccol
1,20111017~20111023,20112173,리얼 스틸,20111017~201110231,20111017,20111023,2011-10-12,숀 레비,Shawn Levy
2,20111017~20111023,20112695,완득이,20111017~201110232,20111017,20111023,2011-10-20,이한,LEE Han
3,20111017~20111023,20112589,오직 그대만,20111017~201110233,20111017,20111023,2011-10-20,송일곤,SONG Il-gon
4,20111017~20111023,20110613,의뢰인,20111017~201110234,20111017,20111023,2011-09-29,손영성,SOHN Young-sung
1,20111010~20111016,20112173,리얼 스틸,20111010~201110161,20111010,20111016,2011-10-12,숀 레비,Shawn Levy
2,20111010~20111016,20112534,도가니,20111010~201110162,20111010,20111016,2011-09-22,황동혁,HWANG Dong-hyuk
3,20111010~20111016,20110613,의뢰인,20111010~201110163,20111010,20111016,2011-09-29,손영성,SOHN Young-sung
4,20111010~20111016,20112651,삼총사 3D,20111010~201110164,20111010,20111016,2011-10-12,폴 W.S. 앤더슨,Paul W.S. Anderson
1,20111003~20111009,20112534,도가니,20111003~201110091,20111003,20111009,2011-09-22,황동혁,HWANG Dong-hyuk
2,20111003~20111009,20110613,의뢰인,20111003~201110092,20111003,20111009,2011-09-29,손영성,SOHN Young-sung
3,20111003~20111009,20111914,카운트다운,20111003~201110093,20111003,20111009,2011-09-29,허종호,HUH Jong-ho
4,20111003~20111009,20110302,최종병기 활,20111003~201110094,20111003,20111009,2011-08-10,김한민,KIM Han-min
1,20110926~20111002,20112534,도가니,20110926~201110021,20110926,20111002,2011-09-22,황동혁,HWANG Dong-hyuk
2,20110926~20111002,20110613,의뢰인,20110926~201110022,20110926,20111002,2011-09-29,손영성,SOHN Young-sung
3,20110926~20111002,20111914,카운트다운,20110926~201110023,20110926,20111002,2011-09-29,허종호,HUH Jong-ho
4,20110926~20111002,20110302,최종병기 활,20110926~201110024,20110926,20111002,2011-08-10,김한민,KIM Han-min
1,20110919~20110925,20112534,도가니,20110919~201109251,20110919,20110925,2011-09-22,황동혁,HWANG Dong-hyuk
2,20110919~20110925,20110302,최종병기 활,20110919~201109252,20110919,20110925,2011-08-10,김한민,KIM Han-min
3,20110919~20110925,20112272,가문의 영광4 - 가문의 수난,20110919~201109253,20110919,20110925,2011-09-07,정태원,CHUNG Tae-won
4,20110919~20110925,20112175,컨테이젼,20110919~201109254,20110919,20110925,2011-09-22,스티븐 소더버그,Steven Soderbergh
1,20110912~20110918,20112272,가문의 영광4 - 가문의 수난,20110912~201109181,20110912,20110918,2011-09-07,정태원,CHUNG Tae-won
2,20110912~20110918,20110302,최종병기 활,20110912~201109182,20110912,20110918,2011-08-10,김한민,KIM Han-min
3,20110912~20110918,20111571,파퍼씨네 펭귄들,20110912~201109183,20110912,20110918,2011-09-07,마크 워터스,Mark Waters
4,20110912~20110918,20110303,통증,20110912~201109184,20110912,20110918,2011-09-07,곽경택,KWAK Kyung-taek
1,20110905~20110911,20112272,가문의 영광4 - 가문의 수난,20110905~201109111,20110905,20110911,2011-09-07,정태원,CHUNG Tae-won
2,20110905~20110911,20110302,최종병기 활,20110905~201109112,20110905,20110911,2011-08-10,김한민,KIM Han-min
3,20110905~20110911,20110303,통증,20110905~201109113,20110905,20110911,2011-09-07,곽경택,KWAK Kyung-taek
4,20110905~20110911,20111571,파퍼씨네 펭귄들,20110905~201109114,20110905,20110911,2011-09-07,마크 워터스,Mark Waters
1,20110829~20110904,20110302,최종병기 활,20110829~201109041,20110829,20110904,2011-08-10,김한민,KIM Han-min
2,20110829~20110904,20110896,혹성탈출: 진화의 시작,20110829~201109042,20110829,20110904,2011-08-17,루퍼트 와이어트,Rupert Wyatt
3,20110829~20110904,20110301,푸른소금,20110829~201109043,20110829,20110904,2011-08-31,이현승,LEE Hyeon-seung
4,20110829~20110904,20110297,블라인드,20110829~201109044,20110829,20110904,2011-08-10,안상훈,AHN Sang-hoon
1,20110822~20110828,20110302,최종병기 활,20110822~201108281,20110822,20110828,2011-08-10,김한민,KIM Han-min
2,20110822~20110828,20110896,혹성탈출: 진화의 시작,20110822~201108282,20110822,20110828,2011-08-17,루퍼트 와이어트,Rupert Wyatt
3,20110822~20110828,20110297,블라인드,20110822~201108283,20110822,20110828,2011-08-10,안상훈,AHN Sang-hoon
4,20110822~20110828,20110279,마당을 나온 암탉,20110822~201108284,20110822,20110828,2011-07-28,오성윤,OH Sung-yun
1,20110815~20110821,20110302,최종병기 활,20110815~201108211,20110815,20110821,2011-08-10,김한민,KIM Han-min
2,20110815~20110821,20110896,혹성탈출: 진화의 시작,20110815~201108212,20110815,20110821,2011-08-17,루퍼트 와이어트,Rupert Wyatt
3,20110815~20110821,20110297,블라인드,20110815~201108213,20110815,20110821,2011-08-10,안상훈,AHN Sang-hoon
4,20110815~20110821,20111540,개구쟁이 스머프,20110815~201108214,20110815,20110821,2011-08-11,라자 고스넬,Raja Gosnell
1,20110808~20110814,20110302,최종병기 활,20110808~201108141,20110808,20110814,2011-08-10,김한민,KIM Han-min
2,20110808~20110814,20119513,7광구,20110808~201108142,20110808,20110814,2011-08-04,김지훈,KIM Ji-hoon
3,20110808~20110814,20110297,블라인드,20110808~201108143,20110808,20110814,2011-08-10,안상훈,AHN Sang-hoon
4,20110808~20110814,20110290,퀵,20110808~201108144,20110808,20110814,2011-07-20,조범구,JO Bum-gu
1,20110801~20110807,20119513,7광구,20110801~201108071,20110801,20110807,2011-08-04,김지훈,KIM Ji-hoon
2,20110801~20110807,20110290,퀵,20110801~201108072,20110801,20110807,2011-07-20,조범구,JO Bum-gu
3,20110801~20110807,20119515,고지전,20110801~201108073,20110801,20110807,2011-07-20,장훈,JANG Hun
4,20110801~20110807,20110279,마당을 나온 암탉,20110801~201108074,20110801,20110807,2011-07-28,오성윤,OH Sung-yun
1,20110725~20110731,20119515,고지전,20110725~201107311,20110725,20110731,2011-07-20,장훈,JANG Hun
2,20110725~20110731,20110290,퀵,20110725~201107312,20110725,20110731,2011-07-20,조범구,JO Bum-gu
3,20110725~20110731,20111009,해리포터와 죽음의 성물2,20110725~201107313,20110725,20110731,2011-07-13,데이빗 예이츠,David Yates
4,20110725~20110731,20111113,퍼스트 어벤져,20110725~201107314,20110725,20110731,2011-07-28,조 존스톤,Joe Johnston
1,20110718~20110724,20111009,해리포터와 죽음의 성물2,20110718~201107241,20110718,20110724,2011-07-13,데이빗 예이츠,David Yates
2,20110718~20110724,20119515,고지전,20110718~201107242,20110718,20110724,2011-07-20,장훈,JANG Hun
3,20110718~20110724,20110290,퀵,20110718~201107243,20110718,20110724,2011-07-20,조범구,JO Bum-gu
4,20110718~20110724,20110659,트랜스포머 3,20110718~201107244,20110718,20110724,2011-06-29,마이클 베이,Michael Bay
1,20110711~20110717,20111009,해리포터와 죽음의 성물2,20110711~201107171,20110711,20110717,2011-07-13,데이빗 예이츠,David Yates
2,20110711~20110717,20110659,트랜스포머 3,20110711~201107172,20110711,20110717,2011-06-29,마이클 베이,Michael Bay
3,20110711~20110717,20110193,써니,20110711~201107173,20110711,20110717,2011-05-04,강형철,KANG Hyoung-chul
4,20110711~20110717,20110296,고양이: 죽음을 보는 두 개의 눈,20110711~201107174,20110711,20110717,2011-07-07,변승욱,BYUN Seung-wook
1,20110704~20110710,20110659,트랜스포머 3,20110704~201107101,20110704,20110710,2011-06-29,마이클 베이,Michael Bay
2,20110704~20110710,20110193,써니,20110704~201107102,20110704,20110710,2011-05-04,강형철,KANG Hyoung-chul
3,20110704~20110710,20110296,고양이: 죽음을 보는 두 개의 눈,20110704~201107103,20110704,20110710,2011-07-07,변승욱,BYUN Seung-wook
4,20110704~20110710,20110251,풍산개,20110704~201107104,20110704,20110710,2011-06-23,전재홍,JUHN Jai-hong
1,20110627~20110703,20110659,트랜스포머 3,20110627~201107031,20110627,20110703,2011-06-29,마이클 베이,Michael Bay
2,20110627~20110703,20110193,써니,20110627~201107032,20110627,20110703,2011-05-04,강형철,KANG Hyoung-chul
3,20110627~20110703,20110251,풍산개,20110627~201107033,20110627,20110703,2011-06-23,전재홍,JUHN Jai-hong
4,20110627~20110703,20110561,엑스맨: 퍼스트 클래스,20110627~201107034,20110627,20110703,2011-06-02,매튜 본,Matthew Vaughn
1,20110620~20110626,20110193,써니,20110620~201106261,20110620,20110626,2011-05-04,강형철,KANG Hyoung-chul
2,20110620~20110626,20110561,엑스맨: 퍼스트 클래스,20110620~201106262,20110620,20110626,2011-06-02,매튜 본,Matthew Vaughn
3,20110620~20110626,20110511,쿵푸팬더 2,20110620~201106263,20110620,20110626,2011-05-26,여인영,Jennifer Yuh
4,20110620~20110626,20110251,풍산개,20110620~201106264,20110620,20110626,2011-06-23,전재홍,JUHN Jai-hong
1,20110613~20110619,20110193,써니,20110613~201106191,20110613,20110619,2011-05-04,강형철,KANG Hyoung-chul
2,20110613~20110619,20110561,엑스맨: 퍼스트 클래스,20110613~201106192,20110613,20110619,2011-06-02,매튜 본,Matthew Vaughn
3,20110613~20110619,20110511,쿵푸팬더 2,20110613~201106193,20110613,20110619,2011-05-26,여인영,Jennifer Yuh
4,20110613~20110619,20110656,슈퍼 에이트,20110613~201106194,20110613,20110619,2011-06-16,J.J. 에이브럼스,Jeffrey Jacob Abrams
1,20110606~20110612,20110511,쿵푸팬더 2,20110606~201106121,20110606,20110612,2011-05-26,여인영,Jennifer Yuh
2,20110606~20110612,20110561,엑스맨: 퍼스트 클래스,20110606~201106122,20110606,20110612,2011-06-02,매튜 본,Matthew Vaughn
3,20110606~20110612,20110193,써니,20110606~201106123,20110606,20110612,2011-05-04,강형철,KANG Hyoung-chul
4,20110606~20110612,20110294,캐리비안의 해적: 낯선 조류,20110606~201106124,20110606,20110612,2011-05-19,롭 마샬,Rob Marshall
1,20110530~20110605,20110511,쿵푸팬더 2,20110530~201106051,20110530,20110605,2011-05-26,여인영,Jennifer Yuh
2,20110530~20110605,20110561,엑스맨: 퍼스트 클래스,20110530~201106052,20110530,20110605,2011-06-02,매튜 본,Matthew Vaughn
3,20110530~20110605,20110193,써니,20110530~201106053,20110530,20110605,2011-05-04,강형철,KANG Hyoung-chul
4,20110530~20110605,20110294,캐리비안의 해적: 낯선 조류,20110530~201106054,20110530,20110605,2011-05-19,롭 마샬,Rob Marshall
1,20110523~20110529,20110511,쿵푸팬더 2,20110523~201105291,20110523,20110529,2011-05-26,여인영,Jennifer Yuh
2,20110523~20110529,20110294,캐리비안의 해적: 낯선 조류,20110523~201105292,20110523,20110529,2011-05-19,롭 마샬,Rob Marshall
3,20110523~20110529,20110193,써니,20110523~201105293,20110523,20110529,2011-05-04,강형철,KANG Hyoung-chul
4,20110523~20110529,20119527,헤드,20110523~201105294,20110523,20110529,2011-05-26,조운,CHO Woon
1,20110516~20110522,20110294,캐리비안의 해적: 낯선 조류,20110516~201105221,20110516,20110522,2011-05-19,롭 마샬,Rob Marshall
2,20110516~20110522,20110193,써니,20110516~201105222,20110516,20110522,2011-05-04,강형철,KANG Hyoung-chul
3,20110516~20110522,20110221,소스 코드,20110516~201105223,20110516,20110522,2011-05-04,던칸 존스,Duncan Jones
4,20110516~20110522,20119619,체포왕,20110516~201105224,20110516,20110522,2011-05-04,임찬익,LIM Chan-ik
1,20110509~20110515,20110193,써니,20110509~201105151,20110509,20110515,2011-05-04,강형철,KANG Hyoung-chul
2,20110509~20110515,20110221,소스 코드,20110509~201105152,20110509,20110515,2011-05-04,던칸 존스,Duncan Jones
3,20110509~20110515,20110211,토르: 천둥의 신,20110509~201105153,20110509,20110515,2011-04-28,케네스 브래너,Kenneth Branagh
4,20110509~20110515,20119619,체포왕,20110509~201105154,20110509,20110515,2011-05-04,임찬익,LIM Chan-ik
1,20110502~20110508,20110211,토르: 천둥의 신,20110502~201105081,20110502,20110508,2011-04-28,케네스 브래너,Kenneth Branagh
2,20110502~20110508,20110193,써니,20110502~201105082,20110502,20110508,2011-05-04,강형철,KANG Hyoung-chul
3,20110502~20110508,20110221,소스 코드,20110502~201105083,20110502,20110508,2011-05-04,던칸 존스,Duncan Jones
4,20110502~20110508,20110185,분노의 질주: 언리미티드,20110502~201105084,20110502,20110508,2011-04-20,저스틴 린,Justin Lin
1,20110425~20110501,20110211,토르: 천둥의 신,20110425~201105011,20110425,20110501,2011-04-28,케네스 브래너,Kenneth Branagh
2,20110425~20110501,20110185,분노의 질주: 언리미티드,20110425~201105012,20110425,20110501,2011-04-20,저스틴 린,Justin Lin
3,20110425~20110501,20119974,수상한 고객들,20110425~201105013,20110425,20110501,2011-04-14,조진모,CHO Jin-mo
4,20110425~20110501,20119618,위험한 상견례,20110425~201105014,20110425,20110501,2011-03-31,김진영,KIM Jin-young
1,20110418~20110424,20110185,분노의 질주: 언리미티드,20110418~201104241,20110418,20110424,2011-04-20,저스틴 린,Justin Lin
2,20110418~20110424,20119974,수상한 고객들,20110418~201104242,20110418,20110424,2011-04-14,조진모,CHO Jin-mo
3,20110418~20110424,20119618,위험한 상견례,20110418~201104243,20110418,20110424,2011-03-31,김진영,KIM Jin-young
4,20110418~20110424,20119627,세상에서 가장 아름다운 이별,20110418~201104244,20110418,20110424,2011-04-20,민규동,MIN Kyu-dong
1,20110411~20110417,20119618,위험한 상견례,20110411~201104171,20110411,20110417,2011-03-31,김진영,KIM Jin-young
2,20110411~20110417,20119974,수상한 고객들,20110411~201104172,20110411,20110417,2011-04-14,조진모,CHO Jin-mo
3,20110411~20110417,20119852,한나,20110411~201104173,20110411,20110417,2011-04-14,조 라이트,Joe Wright
4,20110411~20110417,20119771,내 이름은 칸,20110411~201104174,20110411,20110417,2011-03-24,카란 조하르,Karan Johar
1,20110404~20110410,20119618,위험한 상견례,20110404~201104101,20110404,20110410,2011-03-31,김진영,KIM Jin-young
2,20110404~20110410,20119337,그대를 사랑합니다,20110404~201104102,20110404,20110410,2011-02-17,추창민,CHOO Chang-min
3,20110404~20110410,20119771,내 이름은 칸,20110404~201104103,20110404,20110410,2011-03-24,카란 조하르,Karan Johar
4,20110404~20110410,20119854,써커 펀치,20110404~201104104,20110404,20110410,2011-04-07,잭 스나이더,Zack Snyder
1,20110328~20110403,20119618,위험한 상견례,20110328~201104031,20110328,20110403,2011-03-31,김진영,KIM Jin-young
2,20110328~20110403,20119637,킹스 스피치,20110328~201104032,20110328,20110403,2011-03-17,톰 후퍼,Tom Hooper
3,20110328~20110403,20119337,그대를 사랑합니다,20110328~201104033,20110328,20110403,2011-02-17,추창민,CHOO Chang-min
4,20110328~20110403,20119772,줄리아의 눈,20110328~201104034,20110328,20110403,2011-03-31,기옘 모랄레스,Guillem Morales
1,20110321~20110327,20119637,킹스 스피치,20110321~201103271,20110321,20110327,2011-03-17,톰 후퍼,Tom Hooper
2,20110321~20110327,20119707,월드 인베이젼,20110321~201103272,20110321,20110327,2011-03-10,조나단 리브스만,Jonathan Liebesman
3,20110321~20110327,20119337,그대를 사랑합니다,20110321~201103273,20110321,20110327,2011-02-17,추창민,CHOO Chang-min
4,20110321~20110327,20119720,마이 블랙 미니드레스,20110321~201103274,20110321,20110327,2011-03-24,허인무,HUH In-moo
1,20110314~20110320,20119707,월드 인베이젼,20110314~201103201,20110314,20110320,2011-03-10,조나단 리브스만,Jonathan Liebesman
2,20110314~20110320,20119637,킹스 스피치,20110314~201103202,20110314,20110320,2011-03-17,톰 후퍼,Tom Hooper
3,20110314~20110320,20119577,블랙 스완,20110314~201103203,20110314,20110320,2011-02-24,대런 아로노프스키,Darren Aronofsky
4,20110314~20110320,20119337,그대를 사랑합니다,20110314~201103204,20110314,20110320,2011-02-17,추창민,CHOO Chang-min
1,20110307~20110313,20119707,월드 인베이젼,20110307~201103131,20110307,20110313,2011-03-10,조나단 리브스만,Jonathan Liebesman
2,20110307~20110313,20119577,블랙 스완,20110307~201103132,20110307,20110313,2011-02-24,대런 아로노프스키,Darren Aronofsky
3,20110307~20110313,20119337,그대를 사랑합니다,20110307~201103133,20110307,20110313,2011-02-17,추창민,CHOO Chang-min
4,20110307~20110313,20119511,사랑이 무서워,20110307~201103134,20110307,20110313,2011-03-10,정우철,Rain  JUNG
1,20110228~20110306,20119577,블랙 스완,20110228~201103061,20110228,20110306,2011-02-24,대런 아로노프스키,Darren Aronofsky
2,20110228~20110306,20119341,아이들...,20110228~201103062,20110228,20110306,2011-02-17,이규만,LEE Kyu-man
3,20110228~20110306,20119420,아이 엠 넘버 포,20110228~201103063,20110228,20110306,2011-02-24,D.J. 카루소,D.J. Caruso
4,20110228~20110306,20119430,컨트롤러,20110228~201103064,20110228,20110306,2011-03-03,조지 놀피,George Nolfi
1,20110221~20110227,20119341,아이들...,20110221~201102271,20110221,20110227,2011-02-17,이규만,LEE Kyu-man
2,20110221~20110227,20102414,조선명탐정 : 각시투구꽃의 비밀,20110221~201102272,20110221,20110227,2011-01-27,김석윤,KIM Sok-yun
3,20110221~20110227,20119577,블랙 스완,20110221~201102273,20110221,20110227,2011-02-24,대런 아로노프스키,Darren Aronofsky
4,20110221~20110227,20119420,아이 엠 넘버 포,20110221~201102274,20110221,20110227,2011-02-24,D.J. 카루소,D.J. Caruso
1,20110214~20110220,20119341,아이들...,20110214~201102201,20110214,20110220,2011-02-17,이규만,LEE Kyu-man
2,20110214~20110220,20102414,조선명탐정 : 각시투구꽃의 비밀,20110214~201102202,20110214,20110220,2011-01-27,김석윤,KIM Sok-yun
3,20110214~20110220,19820019,만추,20110214~201102203,20110214,20110220,2011-02-17,김태용,KIM Tae-yong
4,20110214~20110220,20101395,라푼젤,20110214~201102204,20110214,20110220,2011-02-10,바이론 하워드,Byron Howard
1,20110207~20110213,20102414,조선명탐정 : 각시투구꽃의 비밀,20110207~201102131,20110207,20110213,2011-01-27,김석윤,KIM Sok-yun
2,20110207~20110213,20101395,라푼젤,20110207~201102132,20110207,20110213,2011-02-10,바이론 하워드,Byron Howard
3,20110207~20110213,20119418,생텀,20110207~201102133,20110207,20110213,2011-02-10,앨리스터 그리어슨,Alister Grierson
4,20110207~20110213,20102415,평양성,20110207~201102134,20110207,20110213,2011-01-27,이준익,LEE Joon-ik
1,20110131~20110206,20102414,조선명탐정 : 각시투구꽃의 비밀,20110131~201102061,20110131,20110206,2011-01-27,김석윤,KIM Sok-yun
2,20110131~20110206,20102417,걸리버 여행기,20110131~201102062,20110131,20110206,2011-01-27,롭 레터맨,Rob Letterman
3,20110131~20110206,20102415,평양성,20110131~201102063,20110131,20110206,2011-01-27,이준익,LEE Joon-ik
4,20110131~20110206,20102416,글러브,20110131~201102064,20110131,20110206,2011-01-20,강우석,KANG Woo-suk
1,20110124~20110130,20102414,조선명탐정 : 각시투구꽃의 비밀,20110124~201101301,20110124,20110130,2011-01-27,김석윤,KIM Sok-yun
2,20110124~20110130,20102417,걸리버 여행기,20110124~201101302,20110124,20110130,2011-01-27,롭 레터맨,Rob Letterman
3,20110124~20110130,20102416,글러브,20110124~201101303,20110124,20110130,2011-01-20,강우석,KANG Woo-suk
4,20110124~20110130,20102415,평양성,20110124~201101304,20110124,20110130,2011-01-27,이준익,LEE Joon-ik
1,20110117~20110123,20102416,글러브,20110117~201101231,20110117,20110123,2011-01-20,강우석,KANG Woo-suk
2,20110117~20110123,20102421,메가마인드,20110117~201101232,20110117,20110123,2011-01-13,톰 맥그라스,Tom McGrath
3,20110117~20110123,20101223,헬로우 고스트,20110117~201101233,20110117,20110123,2010-12-22,김영탁,KIM Young-tak
4,20110117~20110123,20110031,러브 & 드럭스,20110117~201101234,20110117,20110123,2011-01-13,에드워드 즈윅,Edward Zwick
1,20110110~20110116,20101223,헬로우 고스트,20110110~201101161,20110110,20110116,2010-12-22,김영탁,KIM Young-tak
2,20110110~20110116,20102421,메가마인드,20110110~201101162,20110110,20110116,2011-01-13,톰 맥그라스,Tom McGrath
3,20110110~20110116,20101399,심장이 뛴다,20110110~201101163,20110110,20110116,2011-01-05,윤재근,YOON Jae-keun
4,20110110~20110116,20101209,라스트 갓파더,20110110~201101164,20110110,20110116,2010-12-29,심형래,SHIM Hyung-rae
1,20110103~20110109,20101209,라스트 갓파더,20110103~201101091,20110103,20110109,2010-12-29,심형래,SHIM Hyung-rae
2,20110103~20110109,20101223,헬로우 고스트,20110103~201101092,20110103,20110109,2010-12-22,김영탁,KIM Young-tak
3,20110103~20110109,20101399,심장이 뛴다,20110103~201101093,20110103,20110109,2011-01-05,윤재근,YOON Jae-keun
4,20110103~20110109,20101222,황해,20110103~201101094,20110103,20110109,2010-12-22,나홍진,NA Hong-jin
1,20101227~20110102,20101209,라스트 갓파더,20101227~201101021,20101227,20110102,2010-12-29,심형래,SHIM Hyung-rae
2,20101227~20110102,20101223,헬로우 고스트,20101227~201101022,20101227,20110102,2010-12-22,김영탁,KIM Young-tak
3,20101227~20110102,20101222,황해,20101227~201101023,20101227,20110102,2010-12-22,나홍진,NA Hong-jin
4,20101227~20110102,20101224,해리 포터와 죽음의 성물1,20101227~201101024,20101227,20110102,2010-12-15,데이빗 예이츠,David Yates
1,20101220~20101226,20101222,황해,20101220~201012261,20101220,20101226,2010-12-22,나홍진,NA Hong-jin
2,20101220~20101226,20101224,해리 포터와 죽음의 성물1,20101220~201012262,20101220,20101226,2010-12-15,데이빗 예이츠,David Yates
3,20101220~20101226,20101223,헬로우 고스트,20101220~201012263,20101220,20101226,2010-12-22,김영탁,KIM Young-tak
4,20101220~20101226,20101221,쩨쩨한 로맨스,20101220~201012264,20101220,20101226,2010-12-01,김정훈,KIM Joung-hoon
1,20101213~20101219,20101224,해리 포터와 죽음의 성물1,20101213~201012191,20101213,20101219,2010-12-15,데이빗 예이츠,David Yates
2,20101213~20101219,20101221,쩨쩨한 로맨스,20101213~201012192,20101213,20101219,2010-12-01,김정훈,KIM Joung-hoon
3,20101213~20101219,20101200,김종욱 찾기,20101213~201012193,20101213,20101219,2010-12-08,장유정,CHANG You-jeong
4,20101213~20101219,20101212,투어리스트,20101213~201012194,20101213,20101219,2010-12-09,플로리안 헨켈 폰 도너스마르크,Florian Henckel von Donnersmarck
1,20101206~20101212,20101221,쩨쩨한 로맨스,20101206~201012121,20101206,20101212,2010-12-01,김정훈,KIM Joung-hoon
2,20101206~20101212,20101213,나니아 연대기: 새벽 출정호의 항해,20101206~201012122,20101206,20101212,2010-12-08,마이클 앱티드,Michael Apted
3,20101206~20101212,20101212,투어리스트,20101206~201012123,20101206,20101212,2010-12-09,플로리안 헨켈 폰 도너스마르크,Florian Henckel von Donnersmarck
4,20101206~20101212,20101200,김종욱 찾기,20101206~201012124,20101206,20101212,2010-12-08,장유정,CHANG You-jeong
1,20101129~20101205,20101221,쩨쩨한 로맨스,20101129~201012051,20101129,20101205,2010-12-01,김정훈,KIM Joung-hoon
2,20101129~20101205,20101014,워리어스 웨이,20101129~201012052,20101129,20101205,2010-12-01,이승무,LEE Seung-moo
3,20101129~20101205,20101133,스카이 라인,20101129~201012053,20101129,20101205,2010-11-24,콜린 스트로즈,Colin Strause
4,20101129~20101205,20101113,이층의 악당,20101129~201012054,20101129,20101205,2010-11-24,손재곤,SON Jae-gon
1,20101122~20101128,20101133,스카이 라인,20101122~201011281,20101122,20101128,2010-11-24,콜린 스트로즈,Colin Strause
2,20101122~20101128,20101010,초능력자,20101122~201011282,20101122,20101128,2010-11-10,김민석,KIM Min-suk
3,20101122~20101128,20101113,이층의 악당,20101122~201011283,20101122,20101128,2010-11-24,손재곤,SON Jae-gon
